id,followers_count,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,videos_count,audios_count,photos_count,gifts_count
505,8,3,410,199,45,0,61,349,10,3,74,1
506,541,72,10000,38,434,0,337,52,507,1179,4536,34
507,1199,1190,100,88,313,100,2,0,110,473,853,30
508,603,778,400,149,1312,356,182,64,2284,0,1254,0
509,1190,72,607,2730,348,2338,68,539,103,0,1861,0
510,78,6,1000,1161,321,150,226,453,391,0,1156,0
511,86,750,799,905,339,426,111,525,1171,0,1264,0
512,71,5,500,213,144,76,13,416,61,0,233,0
513,408,39,600,131,537,606,72,420,4656,1044,1407,0
514,421,15,4535,101,732,756,112,658,1141,0,680,0
515,693,1,2146,492,88,0,125,514,698,0,795,0
516,58,125,3400,849,29,1106,1282,202,407,0,23,0
517,15,1,525,121,58,176,25,476,58,285,49,0
518,17,166,1244,39,114,156,72,425,82,0,325,0
519,126,7,1700,230,155,340,457,795,99,0,1552,0
520,0,130,900,2560,1003,756,52,422,1276,2503,1232,0
521,40,121,3800,529,144,436,132,2364,412,1381,1704,0
522,177,8,600,434,20,0,270,109,23,0,1361,0
523,73,70,8008,5445,100,0,220,584,605,227,3389,27
524,21,3952,346,5,26,0,21,12,224,0,437,7
525,164,51,2700,234,152,2458,79,1696,131,0,474,0
526,225,7,600,1360,309,970,46,355,247,127,549,84
527,123,37,800,877,75,192,41,610,365,281,1007,0
528,29,27,1500,400,41,0,50,1450,301,0,794,0
529,11,1,1200,979,3,0,44,1156,378,0,159,0
530,796,26,899,244,216,1128,82,561,1045,0,1499,0
531,79,36,4491,1205,62,0,420,45,97,490,89,0
532,113,103,400,570,54,0,49,351,1570,0,81,0
533,6,3,600,18,15,0,0,596,0,6,3,0
534,15,32,6100,1330,15,0,45,5568,520,0,430,0
535,470,33,6601,580,97,826,226,318,169,0,1100,57
536,84,167,24800,39,16,0,2896,936,0,0,0,0
537,379,7,11600,135,4,0,70,6270,4592,2122,1396,804
538,82,78,10500,23,92,52,288,8588,7,0,382,0
539,6,1,500,147,15,0,30,470,2,0,2,0
540,35,6,700,1296,7,0,17,499,216,0,96,0
541,196,5,799,3751,1,616,10,494,1140,2333,18,0
542,138,17,1300,10314,2,0,296,690,0,0,308,0
543,40,1357,600,252,3,764,75,270,198,407,3797,7
544,14,815,200,78,81,0,42,36,39,0,21,0
545,0,69,2136,984,45,0,123,969,97,289,57,20
546,53,5,1018,94,9,146,88,779,1,1,295,3
547,302,16,800,405,619,194,320,220,606,0,1158,0
548,1679,28,400,1317,554,168,47,353,232,0,1650,50
549,93,1173,81,6,211,0,17,0,138,80,494,22
550,102,2085,100,28,207,76,7,8,3,0,11,0
551,439,305,2589,126,100,0,82,145,362,513,447,25
552,584,3,400,1018,125,2732,36,362,945,1698,1606,53
553,661,41,1899,906,232,608,26,1269,105,56,77,19
554,107,2044,500,40,179,42,76,138,117,0,1507,0
555,84,396,800,577,119,122,0,565,68,0,21,0
556,124,91,4000,756,88,818,230,2202,1848,0,11018,0
557,132,523,100,177,37,126,60,8,46,0,9,3
558,151,283,4193,381,155,362,1946,261,3155,0,2483,0
559,13,529,3663,387,25,78,132,1021,146,378,63,27
560,136,66,14400,7000,313,678,176,8805,597,263,943,20
561,166,6,800,175,5,0,312,312,489,238,2142,9
562,167,725,199,203,130,68,13,88,155,0,1084,0
563,529,1,1299,453,379,984,21,913,1021,76,664,13
564,155,11,7000,3,197,912,197,4935,34,0,33,8
565,193,107,700,85,132,140,59,416,225,0,396,0
566,757,16,700,267,75,498,395,54,724,0,5372,0
567,33,56,1464,334,21,112,32,280,140,237,328,16
568,85,8,854,328,39,388,31,729,289,0,737,0
569,330,3,5557,267,12,0,52,348,158,435,1278,31
570,5,18,500,877,83,142,305,195,3,0,8,39
571,3810,9,1600,20,3236,3032,461,582,107,45,3207,51
572,75,147,500,155,28,0,256,98,200,0,2387,0
573,119,219,500,222,38,662,337,51,137,0,326,0
574,13,1,550,109,63,0,66,397,3,0,4,0
575,1290,5,10530,363,413,0,321,390,395,0,5614,159
576,214,122,1000,635,8,0,63,607,220,0,220,97
577,1280,236,4822,61,553,780,189,629,90,0,686,12
578,229,108,643,173,92,0,177,465,782,0,303,132
579,296,60,600,247,77,328,6,350,60,0,136,0
580,20,2,700,790,22,0,121,294,513,0,1590,0
581,67,52,10900,1361,22,0,418,8650,88,0,176,0
582,9,250,400,887,6,198,202,44,162,93,1683,7
583,115,2,1161,1748,39,0,47,321,1423,1577,207,70
584,9,114,1261,916,7,0,168,1078,24,52,136,0
585,16,6,818,244,6,0,175,639,1,0,66,16
586,0,107,700,719,9,518,433,42,47,0,195,0
587,45,13,4979,545,27,168,411,2830,5,0,281,0
588,48,1,602,520,30,0,389,81,183,965,156,7
589,11,6,2462,661,22,328,13,2449,5,264,23,11
590,67,59,378,209,43,118,183,193,15,269,309,11
591,5,10,470,164,177,352,466,4,115,0,191,0
592,8,4224,44,159,8,20,30,14,0,0,0,0
593,31,6,837,258,6,1182,465,372,2,16,460,2
594,1805,512,703,1462,139,282,53,304,310,0,4,0
595,330,2359,301,234,249,30,14,110,10,0,21,0
596,60,41,798,766,164,216,12,568,38,0,27,0
597,585,41,3445,23,787,244,223,280,76,56,3324,0
598,106,2321,25707,9246,42,0,1127,2209,426,88,17826,34
599,164,1802,2124,13,11,0,34,9,109,524,1611,14
600,93,13,1342,20,76,0,7,512,454,0,115,0
601,345,30,799,404,180,370,204,286,311,390,1748,80
602,20,6,499,234,87,146,2,497,58,0,428,0
603,52,3365,200,69,103,130,9,62,145,0,49,0
604,46,1623,200,4662,40,136,44,32,131,517,527,0
605,210,517,200,66,189,216,39,161,175,0,386,8
606,64,26,3780,279,142,0,28,1213,415,190,433,13
607,726,51,500,186,423,364,20,479,145,0,878,0
608,898,3,1100,1763,3890,590,12,1088,1719,0,29,0
609,455,9823,200,930,184,52,45,29,1005,919,792,342
610,12,279,1582,132,35,110,52,1202,1,456,7,19
611,25,4,800,164,17,0,4,426,98,144,940,0
612,265,7,1700,457,883,340,185,899,2808,0,4663,171
613,236,2,800,24,55,0,20,450,1807,0,10,0
614,29,12,2400,161,89,92,9,1404,8,19,946,0
615,156,2,500,2302,32,0,28,391,110,0,114,0
616,54,1,1715,594,52,0,11,366,6,0,54,0
617,0,2,1052,53,16,0,141,899,82,512,1688,0
618,121,19,499,190,35,264,6,363,1,0,28,8
619,252,4,500,315,61,346,40,327,275,38,239,100
620,222,7,800,6983,97,466,31,467,111,42,161,12
621,2669,1,1738,4,1727,0,1375,144,154,258,11698,56
622,67,15,799,249,37,1104,38,460,74,0,325,23
623,332,10,600,772,87,1072,252,135,397,0,446,49
624,102,2,636,157,46,736,13,623,5,0,3,0
625,334,1,3700,421,18,5462,146,3554,4582,0,77,0
626,190,1,700,80,46,434,26,477,71,203,1075,0
627,358,6,12600,2698,4,0,20,6069,1674,0,10119,155
628,0,42,8100,1453,26,0,67,4147,1047,3544,654,59
629,3,4,2175,1286,14,0,34,1953,6,8,81,6
630,51,4,2500,561,10,604,24,1317,19,0,236,0
631,0,22393,99,75,6,0,61,16,24,0,887,0
632,52,86,24959,776,20,874,762,21483,0,0,0,0
633,18,3,800,51,26,1050,50,532,69,404,55,0
634,36,14,900,741,6,538,134,391,125,0,222,0
635,39,773,200,742,29,96,89,2,65,0,1294,0
636,4,94,1400,326,227,2696,109,234,423,0,1733,19
637,44,89,2299,439,26,500,69,1699,6,0,68,0
638,90,78,1499,85,67,1052,253,782,380,90,54,2
639,0,74,2900,345,49,508,134,1207,16,0,306,0
640,0,4,2777,1169,26,0,6,943,7,69,25,26
641,109,79,600,1038,36,312,96,302,57,80,552,0
642,159,6,1499,449,51,558,107,560,54,0,500,32
643,161,1,400,84,14,358,5,395,0,0,0,0
644,37,16,767,140,45,208,240,235,0,0,134,0
645,1,21,31694,148,29,614,1644,30050,389,3,455,9
646,1084,4887,47,35,141,0,0,9,2,0,5,0
647,1300,25,500,67,504,122,121,379,70,687,1004,104
648,404,77,2000,586,75,528,32,968,3731,60,132,0
649,35,48,1000,911,81,162,48,720,61,0,239,0
650,46,283,800,94,178,82,53,352,32,0,104,0
651,233,3,398,35,390,278,323,63,12,0,1219,24
652,22,63,1300,275,930,426,60,496,1090,1586,745,21
653,403,22,400,849,386,470,49,351,445,0,712,0
654,132,6,2348,907,60,38,7,2322,163,186,886,4
655,42,470,500,256,130,142,7,332,1171,955,10,0
656,56,358,500,499,119,144,303,9,118,1632,2009,0
657,1092,31,1316,222,836,180,276,165,35,181,1818,10
658,79,2,400,78,168,276,165,235,377,0,660,0
659,841,9,1000,189,432,460,13,667,80,178,1115,22
660,84,402,700,94,230,244,86,400,223,26,448,2
661,36,8,3706,142,169,0,50,354,378,0,1094,0
662,347,15,2000,1441,187,698,73,1127,168,0,356,0
663,45,2,800,52,57,0,51,567,41,0,1428,0
664,353,1,4339,7,116,0,23,386,1133,171,1489,17
665,371,1,1799,116,1017,5006,591,521,892,519,1484,110
666,256,18,821,525,118,0,106,386,404,438,2159,0
667,100,102,14178,434,45,0,69,613,292,125,1196,137
668,33,17,8522,287,208,0,35,529,317,316,158,40
669,63,1,1300,41,157,114,406,347,24,53,10,0
670,122,15,6779,916,30,2278,88,1099,1294,0,1531,0
671,2,1245,100,112,2,134,2,68,144,0,86,0
672,114,41,1699,320,5,1938,229,871,835,2310,148,4
673,521,41,500,1862,1,0,16,484,20,0,433,0
674,486,90,1100,597,115,4362,90,450,998,0,2322,206
675,11,9,2500,101,19,2596,370,1863,1459,46,177,94
676,58,4,1600,139,19,0,31,1018,40,413,78,11
677,39,1,2099,1864,10,0,0,1388,8,294,3,23
678,2,2,46167,267,151,0,321,5677,1973,874,3846,40
679,27,124,7700,862,12,950,416,5104,419,0,5172,1
680,90,17,598,1446,50,432,78,288,819,0,123,0
681,217,1,1800,148,17,0,77,407,1167,0,17,31
682,6,6,582,259,41,36,24,471,17,40,55,8
683,32,6,1100,434,28,568,48,895,42,0,83,0
684,3,1,380,9,8,0,98,273,1,0,250,0
685,0,1,1177,348,20,0,70,1098,0,0,5,13
686,69,25,10781,192,14,0,49,6918,574,427,61,5
687,794,47,7493,724,608,0,120,305,1225,0,2115,0
688,986,16,999,474,580,984,63,849,216,0,1118,0
689,393,25,1500,813,243,0,159,680,384,1340,1278,89
690,519,582,499,2549,182,92,406,69,856,0,688,0
691,229,436,6200,90,863,122,77,384,349,390,2743,60
692,75,84,1530,3,270,276,11,504,6,7,266,6
693,213,873,100,71,422,2846,8,1,35,322,8,6
694,3880,40,600,606,534,442,78,522,274,0,1173,0
695,485,680,1800,273,173,272,1012,289,392,598,720,45
696,305,28,600,288,764,192,50,313,282,0,273,0
697,463,34,800,1541,180,9974,61,606,21,0,18,0
698,73,1,1199,543,353,392,12,1176,59,0,282,0
699,683,696,300,201,472,2280,60,125,730,588,621,0
700,127,18,600,302,348,318,24,424,199,0,355,64
701,28,8,700,1094,85,30,18,374,2,18,551,3
702,2310,191,300,610,251,208,27,273,189,0,231,0
703,41,239,500,702,112,224,9,491,183,0,144,0
704,36,26,527,55,182,0,245,154,137,520,1573,19
705,61,31,600,1499,441,390,8,488,825,714,465,12
706,64,1,4330,16,196,0,779,56,58,3,5175,0
707,72,2,2144,512,35,0,19,484,17,0,466,10
708,303,5,700,34,109,176,163,250,207,0,101,0
709,10,6,800,174,5,108,26,674,288,0,34,0
710,9,249,600,149,18,170,64,536,97,0,3,0
711,39,46,1199,182,59,0,41,1028,474,0,88,16
712,19,8,5600,510,3,442,22,3139,27,1014,41,4
713,4,16,600,264,50,594,8,476,12,2,15,0
714,125,501,100,100,35,212,8,18,57,0,101,0
715,53,223,498,33,29,228,14,408,54,0,37,0
716,50,3,700,75,23,874,12,421,8,87,84,9
717,42,1726,500,1137,48,0,203,46,38,505,281,0
718,35,17,5200,742,4,186,194,3450,64,266,256,0
719,149,58,800,1145,50,520,212,588,51,0,201,0
720,0,24,2110,2,9,66,6,2104,0,0,1,0
721,8,7,366,41,8,34,50,316,4,83,36,0
722,37,31,2950,357,15,414,129,2821,17,0,123,0
723,34,25,942,139,28,0,246,696,24,48,425,1
724,2,24,700,342,545,72,36,384,195,0,172,0
725,65,2357,9391,1697,36,72,72,1011,122,308,640,0
726,85,105,1061,1028,92,220,474,296,227,0,14,0
727,107,97,10334,876,224,0,46,2189,94,18,2276,12
728,540,221,8273,70,1144,546,186,1734,529,0,850,0
729,10,32,1200,492,1063,414,280,651,586,0,2225,7
730,270,167,1700,797,188,376,2,1248,1076,335,14,0
731,128,43,399,361,85,322,146,207,23,9,448,0
732,36,194,400,906,110,112,22,249,297,0,6509,0
733,97,33,820,348,209,132,86,254,126,487,902,30
734,195,107,1000,503,19,0,934,66,418,0,5790,157
735,122,1558,800,296,632,304,201,240,1014,0,1647,0
736,243,34,1800,3053,2902,1292,98,1074,3009,0,1617,0
737,205,1366,200,179,275,86,125,75,563,0,3757,0
738,100,9,39218,115,174,0,563,10813,82,14,121,27
739,78,20,1200,135,36,504,158,296,458,0,329,0
740,80,61,800,132,215,212,164,408,180,331,1810,12
741,24,1,400,125,499,552,224,176,462,0,63,0
742,409,1,1400,85,250,1024,28,561,4226,0,1110,0
743,29,1,600,918,120,0,15,584,967,0,99,0
744,365,15,3472,209,344,466,138,227,147,189,545,0
745,122,87,1500,28,161,270,58,861,64,0,808,0
746,1261,1,4084,23,3354,0,40,615,39,6,1168,30
747,209,5,1500,430,31,1110,38,1105,1370,0,184,0
748,364,1556,300,767,276,582,141,71,886,0,917,0
749,97,73,400,656,15,252,51,349,155,0,232,0
750,53,31,500,131,12,736,35,360,60,0,451,0
751,180,259,299,6077,88,986,6,228,193,566,1680,18
752,117,4,400,156,21,1088,1,399,46,0,259,0
753,171,65,1000,333,58,1370,178,537,80,1946,533,33
754,0,24,2900,31,22,942,730,1298,1452,91,39,0
755,1600,930,2199,674,8,0,27,931,10,326,545,0
756,40,4,394,147,24,0,15,360,82,0,36,0
757,37,41,11900,56,38,518,19,9312,39,55,123,21
758,67,108,4800,504,24,110,589,2717,60,0,5094,0
759,6,1,900,338,16,434,16,594,39,0,128,0
760,14,37,717,3,64,342,344,16,27,0,801,23
761,64,143,499,143,14,372,284,23,97,0,779,0
762,12,1272,385,97,6,142,164,137,4,92,262,5
763,132,594,100,261,161,192,3,7,9,0,203,0
764,96,1679,600,84,205,30,66,350,161,0,481,0
765,54,51,401,105,84,80,118,283,331,0,82,0
766,152,169,1757,31,240,0,232,46,92,225,4913,22
767,468,497,3958,708,1795,354,677,18,13,0,9799,0
768,174,2,5676,11,1187,0,277,191,226,0,4810,21
769,105,616,700,1361,325,240,43,410,314,3323,370,0
770,78,587,500,59,225,216,268,3,457,376,2578,59
771,241,50,400,11626,190,1426,14,386,2538,833,316,0
772,26,8,1837,1362,25,0,18,856,243,0,211,0
773,181,6,1100,329,1036,504,105,697,352,922,1048,34
774,151,89,699,146,31,0,192,188,320,0,1057,0
775,131,235,2859,91,342,0,38,543,147,153,833,17
776,40,62,1736,175,78,204,158,839,235,1976,5767,0
777,159,1925,100,90,588,224,16,55,96,455,1135,22
778,417,40,600,1294,148,420,69,303,36,0,509,18
779,283,125,700,230,109,498,41,659,2589,0,99,0
780,68,6,3442,180,1235,0,340,57,751,0,1367,0
781,209,359,299,89,104,586,19,159,220,347,1239,121
782,55,93,2199,231,157,566,1253,214,223,262,9961,7
783,310,47,1100,1000,457,996,10,588,1168,0,25,0
784,403,618,113,7,233,0,7,0,1010,241,335,11
785,949,1,4727,95,3391,1882,125,288,3092,0,250,72
786,97,37,5300,1669,31,0,131,2805,3,168,406,0
787,52,103,2300,1185,622,518,112,1507,1291,0,628,0
788,105,2,400,170,175,70,17,383,24,25,195,0
789,58,415,440,180,13,0,10,103,36,0,1,0
790,232,3,700,125,7,0,66,344,329,420,5811,37
791,33,436,2542,506,61,0,107,458,276,232,320,6
792,70,13,400,572,79,846,87,313,1042,461,2345,250
793,369,16,5300,497,115,0,37,3359,1781,0,469,94
794,488,58,800,1161,130,344,55,544,810,0,957,0
795,31,6,2976,30,34,0,37,353,868,770,622,111
796,234,4,3928,695,72,472,978,671,11,21,3164,38
797,197,305,370,359,39,748,60,310,551,0,486,0
798,14,1,600,28,19,4686,76,498,5,4,16,1
799,13,2,1100,347,12,0,40,841,7,22,245,2
800,3,62,590,101,5,0,48,488,4,15,43,1
801,136,11,1400,263,24,1380,93,796,1384,1240,2057,22
802,126,12,2001,50,11,0,50,404,16,0,57,0
803,22,34,999,68,47,290,79,643,158,0,1284,0
804,35,99,800,43,11,0,8,304,105,0,38,0
805,30,41,1090,141,23,4366,10,692,0,0,35,7
806,2,551,1500,699,14,172,35,958,47,0,83,0
807,15,8,1071,295,3,0,16,581,2,0,46,7
808,19,53,800,82,22,192,64,315,40,0,599,5
809,62,86,3000,468,14,1880,278,1520,526,1079,2708,3
810,7,213,1000,2570,5,174,2,489,1,0,8,1
811,18,49,4329,1509,8,0,314,4010,2,0,411,1
812,17,5,2296,207,32,638,240,1398,19,0,806,0
813,0,487,369,1066,8,144,116,253,0,0,87,0
814,14,631,10,2071,3,36,2,8,0,18,2,3
815,26,1,623,181,7,280,147,476,0,0,182,0
816,16,2,700,35,22,0,611,89,67,0,1359,1
817,69,812,200,49,171,92,29,101,8,0,63,0
818,282,56,354,22,304,0,308,23,195,157,467,0
819,168,3,6402,484,120,0,36,990,321,54,29,11
820,105,48,600,135,77,56,40,394,13,21,207,1
821,270,861,97,9,89,28,2,7,2,0,136,0
822,220,1836,24,20,54,98,2,5,172,82,40,0
823,22,2900,499,823,115,106,159,340,257,283,1785,14
824,810,116,500,1436,279,1054,17,337,690,340,190,51
825,49,12727,100,27,136,18,60,32,372,0,123,0
826,335,55,700,890,176,156,108,290,408,694,2032,0
827,399,1407,700,13266,89,396,18,682,317,0,842,55
828,569,245,700,951,196,604,10,690,233,0,261,0
829,85,2411,100,2950,44,0,15,28,209,0,317,0
830,474,404,700,616,91,0,16,418,263,0,65,0
831,119,1179,499,148,496,116,123,275,15,237,450,18
832,192,4,1000,378,213,566,32,560,592,661,794,22
833,26,173,5400,491,30,0,19,3697,335,711,823,11
834,0,1066,38,40,44,168,2,6,0,0,7,0
835,144,5,2300,2056,87,0,39,1527,37,88,128,39
836,839,56,700,625,538,1270,70,630,2277,0,197,0
837,257,344,500,1198,261,340,280,46,386,0,2507,0
838,35,7,1200,317,102,462,56,803,387,312,243,5
839,291,231,1000,653,379,498,115,487,324,0,1513,0
840,187,152,2700,1227,176,160,223,1915,308,88,1669,35
841,151,10,2767,6,157,670,18,514,531,2719,403,31
842,307,177,600,1465,81,86,85,312,715,695,223,0
843,19,75,6024,73,88,0,113,1994,124,192,165,59
844,205,28,1000,367,179,550,528,293,463,0,107,0
845,21,1,6100,48,67,0,245,4777,298,337,22,0
846,14,2,1071,249,12,0,6,443,49,0,754,0
847,24,452,400,31,16,44,18,148,8,225,78,0
848,265,300,998,330,33,334,70,486,1270,0,67,0
849,379,10,700,235,100,498,323,377,205,0,3893,0
850,32,32,2200,1836,18,0,272,1070,702,709,40,2
851,656,45,5188,49,38,1010,78,384,511,0,1019,60
852,27,4,497,1873,14,0,59,313,25,0,59,5
853,315,102,600,1259,75,3038,7,593,2696,0,483,0
854,597,42,1013,2656,378,4960,22,991,67,0,55,0
855,0,187,600,2688,20,210,18,356,560,0,57,0
856,65,18,3433,10,3,524,376,272,27,0,331,15
857,44,97,2400,199,5,0,9,1520,917,0,2,1
858,496,18,9629,574,102,0,24,1780,37,113,208,42
859,19,10,500,956,1,0,148,220,48,0,840,0
860,68,20,1000,1447,27,226,317,681,48,62,3754,125
861,55,7,7200,4416,33,0,122,4886,219,0,647,0
862,0,3,1200,41,8,0,2,988,4,10,62,0
863,158,87,1909,296,120,992,322,474,1079,0,579,0
864,6,4,596,118,5,0,19,401,0,16,26,2
865,9,2,1497,126,16,0,36,457,16,0,263,10
866,15,3,2949,286,36,0,53,1021,28,133,34,1
867,36,1,600,45,83,0,42,347,21,1,202,15
868,6,2,938,4,17,0,75,768,8,63,106,48
869,47,13,1065,182,30,106,196,649,1,6,347,23
870,7,2,2076,8,4,0,254,1814,79,0,238,0
871,32,24,876,856,13,90,874,2,0,0,1,0
872,0,1499,100,65,80,18,6,22,22,12,101,0
873,333,488,399,149,212,206,249,78,105,0,254,0
874,125,133,400,80,435,84,173,207,85,0,825,0
875,852,6,4317,173,1547,0,185,353,562,0,1788,79
876,25,6,1000,413,97,770,129,409,1501,0,538,0
877,214,169,4076,130,649,288,217,10,221,1530,368,89
878,30,23,700,43,145,86,5,446,253,1270,1776,5
879,352,1,499,327,553,1412,134,238,9765,5534,6689,0
880,16,541,398,121,82,60,52,108,104,0,1559,0
881,5,1,900,130,20,0,25,536,13,205,42,6
882,31,15,6449,109,16,0,82,287,2,43,112,0
883,232,19,600,796,214,224,192,408,512,0,181,0
884,110,16,1966,184,94,0,3,547,56,515,26,37
885,1188,483,700,5999,150,366,240,460,3032,0,153,0
886,172,5,600,805,197,1096,3,530,72,0,45,0
887,118,146,3115,1212,166,360,271,760,359,304,975,10
888,617,3314,199,1634,121,78,101,22,847,2663,547,147
889,188,3,500,146,31,0,11,404,16,0,209,0
890,177,18,5487,30,595,642,677,124,1628,0,5291,100
891,15,3,1000,164,55,0,49,473,27,395,342,0
892,95,6,700,19,763,328,358,53,123,0,7204,22
893,30,47,598,188,82,70,9,357,61,0,17,0
894,50,137,1500,910,36,874,72,956,41,0,281,0
895,617,113,3400,1292,33,1662,223,2156,4040,4135,1733,0
896,54,4,1700,501,11,0,138,1248,479,0,541,0
897,97,3,600,342,54,602,20,358,21,0,214,0
898,574,238,1100,686,228,3702,464,508,6192,0,1407,0
899,27,73,728,59,27,116,32,268,108,0,86,5
900,25,4,1468,76,63,0,63,304,20,5,222,12
901,636,1,1295,411,375,9952,361,612,550,649,2092,19
902,77,542,2699,363,95,1174,378,1035,466,158,1982,0
903,195,18,600,274,18,1166,20,580,2235,772,581,0
904,28,7,600,196,21,0,105,317,153,0,573,0
905,66,52,1299,428,29,406,8,862,19,0,191,0
906,21,17,2050,217,18,0,33,335,73,0,97,0
907,52,1876,4,9,9,240,1,3,110,0,20,0
908,27,78,1000,687,13,804,177,426,47,0,158,0
909,8,7,1600,154,50,198,141,1085,238,0,250,11
910,24,30,1100,1695,3,438,15,411,103,0,213,6
911,221,10,2185,270,132,0,389,526,141,98,2191,1
912,49,16,784,468,19,1164,75,431,113,419,23,49
913,23,51,2599,7475,6,208,17,2582,56,0,59,0
914,0,21,7100,441,32,1788,393,4235,507,0,1325,0
915,25,40,1400,214,1,0,11,1085,0,0,76,0
916,12,13,650,79,14,206,68,582,20,13,127,4
917,35,2,870,512,25,144,866,4,0,0,96,6
918,14,9,577,224,31,0,65,512,12,0,318,8
919,466,81,2600,83,567,506,519,1078,942,1672,2891,46
920,640,298,1609,1440,380,588,268,626,503,1584,880,32
921,141,3539,100,11,92,136,10,11,196,0,15,0
922,88,2222,202,53,31,0,0,0,30,252,38,0
923,83,943,100,61,206,140,27,15,198,0,943,0
924,18,14,2061,1601,23,0,7,375,20,0,125,7
925,3,1,599,362,200,254,9,508,145,0,538,0
926,619,1,400,344,624,1804,78,321,1231,0,771,0
927,78,3529,299,2689,370,574,36,93,832,0,447,22
928,13,18,399,1108,68,796,60,302,487,0,306,0
929,39,7,399,414,89,952,9,390,240,512,240,27
930,38,620,100,679,39,98,2,35,261,0,30,0
931,17,104,1300,57,284,110,34,435,1469,361,355,17
932,25,38,4438,316,334,1196,333,2042,118,1351,483,0
933,28,2,700,244,395,54,136,287,135,0,1192,0
934,96,14,1000,96,1823,1900,119,519,1886,0,39,0
935,8,2,400,27,168,30,6,367,16,0,20,0
936,184,53,1200,376,176,528,88,753,380,641,459,25
937,140,23,22900,799,453,4294,385,14761,2708,0,4425,0
938,84,6,1300,215,94,76,122,915,8,0,1542,0
939,16,5,400,75,63,132,41,359,250,0,359,0
940,35,19,1913,3689,25,0,35,1548,6,13,266,23
941,47,11,498,1069,96,140,16,362,422,0,90,0
942,68,4,1900,606,255,524,229,1096,84,0,464,0
943,65,627,139,72,83,90,63,65,241,1663,139,0
944,235,78,800,159,40,0,42,459,1980,3716,5239,0
945,42,1,1100,310,17,0,39,452,62,0,436,0
946,39,44,900,58,101,148,338,213,123,0,857,0
947,101,822,796,167,49,0,476,320,240,0,3984,46
948,214,27,4594,17,706,0,757,245,520,799,2604,0
949,403,56,600,1924,191,1176,39,424,205,0,31,0
950,9,4,1599,357,29,0,108,950,199,0,98,14
951,317,912,100,1882,227,206,8,7,1160,0,120,0
952,2647,9,4808,462,3369,458,863,902,234,172,8364,13
953,117,16,1100,389,56,1282,115,424,65,0,595,0
954,102,4,799,613,32,0,86,713,16,0,279,0
955,46,3,1098,1490,71,248,19,950,6,0,462,0
956,28,2704,100,1789,24,78,21,23,107,0,486,0
957,1164,4,3285,233,886,9948,247,286,229,517,260,15
958,26,91,400,106,16,0,112,288,2,3,342,13
959,1,6,3747,153,27,0,163,644,139,353,97,2
960,62,23,700,1651,36,60,52,648,25,79,278,25
961,24,17,4209,37,36,0,1031,875,19,17,394,2
962,13,1,499,119,30,0,92,336,7,589,548,2
963,26,1,800,22,22,0,5,387,9,0,42,0
964,7,14,699,53,22,0,37,614,38,0,69,0
