id,followers_count,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,videos_count,audios_count,photos_count,gifts_count
4226,4,2,8069,3054,71,0,2,5670,5,0,17,0
4227,33,1,2100,265,17,0,522,1531,924,1639,1110,0
4228,187,109,500,4679,137,326,24,476,239,0,277,0
4229,147,494,300,875,148,344,196,62,2905,2053,1504,0
4230,789,1789,1555,10,189,0,5,20,85,180,223,0
4231,192,6,22635,175,493,0,3727,120,698,554,38367,79
4232,61,25,400,826,217,80,12,387,419,0,627,0
4233,110,33,599,109,108,316,131,308,234,0,376,0
4234,85,59,399,180,76,746,32,367,279,0,4,0
4235,28,28,800,374,50,236,34,410,120,413,292,5
4236,67,966,69,134,76,56,23,27,50,3,112,25
4237,220,13,1440,280,94,0,79,718,147,0,40,0
4238,11,495,423,483,37,0,39,202,17,1,181,0
4239,1485,86,599,100,600,928,233,120,3303,0,455,0
4240,24,3,1900,196,69,0,157,921,22,0,1368,9
4241,158,92,1398,425,143,190,357,534,109,529,2625,42
4242,135,24,2825,530,278,1092,197,1130,117,0,1137,0
4243,255,21,1699,668,759,0,21,1006,1558,1339,1135,0
4244,72,60,800,285,335,1156,17,782,2418,0,637,0
4245,160,6,899,111,642,150,48,645,496,0,3475,0
4246,139,11,600,670,23,0,18,510,824,2135,1057,0
4247,44,2,900,55,35,0,292,413,104,27,384,14
4248,106,55,1300,3565,82,736,150,791,567,261,1536,0
4249,430,18,10006,615,2171,866,1165,853,54,11,13639,41
4250,195,386,572,26696,18,0,36,527,1105,0,39,91
4251,147,116,400,7809,44,280,33,367,1431,0,3956,0
4252,74,1,1881,76,130,0,15,745,183,0,209,0
4253,282,6,794,333,105,560,223,333,138,0,1029,21
4254,966,13,1900,54,22,0,2,1897,38,0,53,0
4255,104,1023,900,3455,32,110,214,266,1644,0,2378,33
4256,199,1,3833,1030,162,0,654,499,13,13,12861,52
4257,757,10,399,684,68,1414,53,346,212,256,1831,84
4258,49,64,500,606,17,250,26,307,22,0,62,9
4259,49,17,699,60,89,0,59,549,112,261,256,0
4260,87,7,1400,18,2,0,26,455,0,0,0,0
4261,1,6,600,10,6,0,72,528,18,0,6,0
4262,9,141,1000,228,8,74,136,743,82,44,88,1
4263,1,6,2600,84,10,238,84,1892,4,59,170,8
4264,0,65,12000,2236,59,0,29,6153,884,8446,9,1
4265,25,11,1000,91,636,0,120,532,0,0,28,4
4266,46,26,791,333,6,0,403,331,1,0,804,0
4267,47,4,400,247,38,302,226,174,83,0,3348,0
4268,19,1,400,176,24,0,32,368,105,0,95,0
4269,358,403,500,885,281,104,45,274,142,0,1402,0
4270,934,879,4326,491,747,670,96,1528,97,0,215,0
4271,321,5,500,1773,159,266,19,481,437,564,273,0
4272,178,981,1627,173,491,40,164,218,63,0,18425,0
4273,182,95,7530,251,370,0,54,1970,299,23,1466,65
4274,126,933,100,427,176,196,65,35,289,0,2689,0
4275,230,363,400,137,29,284,18,138,364,0,342,0
4276,5661,2248,11157,160,1222,1416,1157,541,618,0,4806,0
4277,389,29,499,2551,154,358,77,397,1839,0,423,0
4278,269,387,400,1225,102,1514,266,13,1560,210,1477,10
4279,71,14,499,162,79,356,25,340,293,329,46,13
4280,196,398,400,56,22,0,3,213,764,0,2,0
4281,48,5,495,341,37,0,221,274,82,433,3174,26
4282,138,3,600,288,185,684,19,581,7107,2376,2524,0
4283,344,1,1200,32,230,126,65,626,889,582,295,68
4284,109,6,5509,584,231,0,259,264,1473,595,1788,5
4285,84,239,700,1170,170,830,182,339,118,0,701,0
4286,128,4916,1799,3150,130,88,6,62,368,1110,186,14
4287,116,2,1400,464,1592,120,361,553,94,0,3010,0
4288,71,5,500,407,16,0,4,362,327,397,159,0
4289,58,21,600,1556,91,0,97,340,359,0,384,59
4290,28,11,1400,3561,19,0,60,865,77,0,154,0
4291,230,559,300,255,125,212,30,92,1149,352,516,0
4292,24,1,600,171,9,0,23,403,29,4,131,4
4293,27,11,9716,84,665,2918,164,6416,37,40,124,16
4294,130,3790,400,193,21,490,0,400,11,0,13,0
4295,2,729,100,30,8,40,8,24,4,0,12,0
4296,203,3,499,97,15,176,0,404,56,0,44,1
4297,9,1,1900,169,12,1998,175,1725,5970,6970,203,8
4298,17,5,499,262,4,0,1,498,22,0,4,0
4299,20,3,2299,631,65,0,74,1503,26,0,405,0
4300,61,56,500,723,73,0,16,484,187,0,597,0
4301,12,2,899,102,134,368,9,572,59,0,1248,0
4302,61,19,1151,23,46,0,165,256,796,0,606,0
4303,38,1,6600,12,3,516,2,5196,61,166,28,0
4304,73,13,800,116,21,220,33,396,238,0,118,0
4305,40,640,3000,539,11,182,32,1759,31,0,64,0
4306,48,7,598,127,19,288,50,387,3,23,523,3
4307,97,4,668,339,38,0,37,387,402,0,43,0
4308,126,4,1233,9,16,0,129,697,3,0,143,54
4309,71,246,300,691,27,254,35,265,285,0,372,66
4310,4,10,497,47,1,0,29,392,68,165,9,0
4311,32,127,2832,673,27,310,247,2585,165,233,313,0
4312,17,2,2584,1050,25,0,34,2550,5,0,85,2
4313,19,16,655,38,10,280,69,586,10,430,147,0
4314,6,1,1463,928,28,138,8,1455,163,0,10,0
4315,10709,12,4028,171,286,0,41,636,385,441,15746,66
4316,29,15,800,170,140,148,27,424,285,0,55,0
4317,236,3453,501,656,99,506,27,364,1349,0,756,0
4318,696,826,217,130,372,188,33,52,289,284,422,79
4319,243,448,501,275,123,388,211,63,1873,0,1612,0
4320,264,52,6204,573,61,0,136,368,1084,5397,1242,0
4321,281,2361,2896,82,1369,204,447,76,304,406,2254,0
4322,224,6,600,4462,303,470,53,439,194,0,612,0
4323,280,25,4528,356,1331,1338,240,329,504,23,664,43
4324,81,3,400,276,128,240,146,236,163,0,472,0
4325,311,296,700,2690,187,58,109,320,289,392,846,0
4326,12,8,699,603,116,790,14,458,117,0,30,13
4327,8,5,626,164,102,68,7,388,33,0,9,0
4328,882,3,700,375,187,348,28,370,192,853,1826,34
4329,115,424,1100,160,677,402,218,607,131,0,3388,0
4330,89,177,500,1340,137,202,2,498,90,413,91,0
4331,86,3,20777,91,57,0,100,361,65,0,1258,82
4332,74,6,2806,33,534,818,66,298,122,0,590,43
4333,193,6,1831,250,43,0,53,384,205,0,56,0
4334,655,746,100,96,176,292,68,7,220,82,295,43
4335,17,26,1199,3656,401,1100,73,676,995,0,788,4
4336,51,106,6200,450,185,814,42,4247,2149,130,94,0
4337,78,88,700,1043,347,398,27,465,3150,0,1426,0
4338,158,21,1700,1553,160,0,190,1510,1253,276,1309,159
4339,62,3,800,330,280,68,16,480,153,620,434,0
4340,191,1470,1200,504,333,1664,277,721,534,507,6806,68
4341,646,421,300,1727,57,718,190,110,435,0,151,0
4342,62,5913,60,58,65,36,11,43,14,0,180,0
4343,401,1,1000,321,15,0,80,344,87,0,832,0
4344,160,840,300,4,45,266,158,0,346,1030,1910,81
4345,49,183,1099,1198,35,456,41,716,123,5,966,11
4346,354,197,598,82,132,164,156,208,285,489,107,35
4347,12,1,3305,288,20,0,101,1312,19,59,28,15
4348,38,4,499,694,33,164,351,148,45,0,1101,0
4349,285,134,900,739,60,1412,890,10,595,0,205,0
4350,836,14,4117,200,321,112,1344,134,607,0,1614,0
4351,36,5,2299,169,241,788,288,1893,392,233,117,4
4352,62,1383,702,680,41,0,69,30,14,55,807,0
4353,93,2,500,384,50,1654,5,495,3111,2455,29,0
4354,128,95,500,418,48,278,255,115,41,0,1429,0
4355,53,1,1300,12,158,0,314,501,47,70,987,0
4356,54,34,600,645,43,380,156,217,396,0,559,0
4357,1,1,1000,133,85,0,13,646,153,40,33,0
4358,38,22,5800,157,26,776,127,4804,36,0,654,0
4359,8,9,479,169,6,0,37,380,11,16,37,16
4360,47,11,1100,133,41,424,19,397,19,0,133,4
4361,54,158,237,427,27,0,15,222,35,12,117,8
4362,1561,253,300,1808,193,168,47,133,167,0,430,0
4363,170,204,502,3060,249,108,238,264,986,0,7470,0
4364,2844,10,1300,739,322,0,29,1271,372,901,164,0
4365,108,43,7019,460,144,0,433,645,43,393,3321,22
4366,840,5,8844,139,2706,1080,560,647,1740,0,1651,0
4367,480,662,200,3374,2949,292,3,197,869,798,4482,37
4368,115,1,699,69,51,0,18,429,353,0,124,0
4369,948,9,479,221,632,688,175,232,2056,1159,1887,0
4370,112,715,600,249,794,328,202,106,275,347,1144,0
4371,602,51,1200,564,506,500,67,515,335,0,1191,0
4372,56,615,500,132,46,224,35,243,187,662,33311,60
4373,217,1550,200,1505,867,176,44,46,572,569,853,0
4374,470,51,2179,1200,749,196,18,486,608,191,30,50
4375,88,2,400,61,41,0,7,366,3,0,74,0
4376,100,328,3600,341,120,82,18,3402,69,0,82,17
4377,7,1,3768,78,71,0,86,845,13,0,15,0
4378,104,12,1695,56,1996,182,49,779,433,0,82,0
4379,56,467,1098,457,190,756,36,958,719,0,61,0
4380,44,28,799,184,3380,142,139,414,41,93,1907,0
4381,7,3,1199,192,138,342,182,632,53,0,486,0
4382,3188,43,1200,457,1632,5298,190,781,3233,0,1315,73
4383,48,4,1100,121,78,0,34,860,187,192,339,0
4384,291,265,700,1712,199,3730,44,656,475,0,2657,35
4385,467,21,3200,947,72,886,124,1840,2954,0,1110,0
4386,1008,825,264,131,1486,174,109,32,480,0,142,0
4387,16,33,1191,486,199,94,20,692,10,0,48,9
4388,42,9,700,61,21,1354,2,474,944,42,60,0
4389,96,246,10892,946,27,0,320,2235,166,170,5803,24
4390,1096,24,1472,917,93,970,325,122,994,0,225,0
4391,153,1,61260,574,414,8602,2620,12939,9695,10000,4108,37
4392,19,4399,100,295,11,206,0,100,79,0,2,0
4393,120,2,600,19,33,0,355,71,1197,472,2108,0
4394,16,174,400,88,14,0,10,183,16,39,34,0
4395,33,4,492,287,12,0,484,8,378,380,121,25
4396,221,5,1700,234,101,2578,283,820,388,0,693,0
4397,370,39,599,3366,93,0,96,503,0,0,421,27
4398,59,10,800,35,52,484,286,214,677,380,240,4
4399,34,2,1300,676,32,0,24,550,298,0,825,26
4400,96,6,1600,3532,8,232,36,329,5,0,114,7
4401,100,51,800,343,12,386,130,428,17,715,1186,0
4402,22,173,300,262,22,20,0,300,0,0,7,0
4403,7,1323,200,162,49,0,13,57,36,0,50,0
4404,43,8,2400,493,14,558,49,1682,14,230,2293,11
4405,10,3,2099,236,47,0,35,1559,8,0,103,0
4406,3,228,500,785,30,382,68,432,0,0,0,0
4407,68,4,530,366,165,546,10,498,103,0,5,0
4408,1,120,364,84,7,0,142,222,169,387,4805,0
4409,0,45,334,395,94,230,91,243,122,0,18,3
4410,138,1183,1,23,186,200,1,0,76,0,196,0
4411,2239,2,800,321,930,1312,306,306,500,0,1351,0
4412,37,3045,252,264,53,84,4,48,29,0,18,0
4413,252,44,700,106,156,284,10,419,323,2016,2460,0
4414,30,5,1118,248,50,0,37,396,14,87,992,6
4415,50,59,500,269,624,0,112,248,62,0,1855,0
4416,39,28,1000,232,177,216,175,308,3,10,223,7
4417,26,628,1500,181,327,338,756,277,246,0,20598,0
4418,406,9,800,90,164,444,19,494,268,1240,2525,0
4419,98,6,6500,93,343,1176,165,3645,510,0,1624,0
4420,40,8,400,40,58,0,90,287,37,0,287,3
4421,54,26,500,2181,105,756,65,435,1388,697,724,0
4422,448,1856,499,210,707,220,37,234,143,170,2180,0
4423,580,23,798,636,376,2168,180,309,1666,0,1621,0
4424,24,1,500,178,21,0,10,485,66,0,907,0
4425,68,103,1900,610,3052,3470,483,507,2735,5458,3151,60
4426,184,6,5299,880,485,3482,3678,1107,2501,1229,237,0
4427,29,38,2600,3199,91,48,82,1447,166,0,328,0
4428,30,1,1300,290,15,530,6,1030,21,0,4,0
4429,56,201,500,150,105,394,10,307,277,1411,349,0
4430,23,48,400,563,139,200,45,354,251,187,61,0
4431,114,31,3477,1064,208,780,32,328,1331,4203,290,0
4432,146,12,500,49,11,0,10,383,37,427,328,26
4433,193,52,1100,561,178,2316,179,612,1606,763,435,0
4434,60,254,900,3042,66,1052,40,563,578,0,322,0
4435,26,585,2800,431,79,368,157,631,667,0,275,0
4436,1017,10202,3300,1366,16,788,220,2023,468,1765,912,0
4437,137,17,1076,133,126,0,98,288,1607,1108,1224,0
4438,593,60,700,831,38,650,42,532,243,0,419,0
4439,3,610,599,169,102,642,173,206,761,724,1332,32
4440,9,11,2200,518,38,152,47,1321,31,0,312,4
4441,0,6,900,56,82,672,35,621,676,0,469,0
4442,44,93,2224,233,53,0,19,524,1130,649,386,37
4443,145,18,2928,269,44,0,32,457,1229,2901,329,0
4444,11,2,499,2372,15,0,67,303,159,70,625,13
4445,4,727,200,3600,2,134,4,62,0,0,47,21
4446,13,5,4500,665,14,0,8,4492,18,0,9,0
4447,48,20,1298,55,664,0,99,567,8,53,13,1
4448,69,6,551,111,362,0,67,345,263,376,806,4
4449,40,14,426,280,3,0,60,348,239,256,86,48
4450,77,56,921,1247,8,0,205,167,33,213,1074,6
4451,4,953,96,5,1,34,3,4,27,0,64,0
4452,1,4,2203,11,10,1112,99,1968,38,230,37,11
4453,8,2,962,338,9,0,2,952,0,22,2,1
4454,397,9,7385,272,272,0,129,249,526,0,1236,0
4455,62,4,12200,268,21,0,28,8819,470,69,46,2
4456,123,1,1500,317,235,240,51,1082,117,90,3180,22
4457,113,567,600,895,37,0,181,376,94,151,6049,0
4458,170,3,700,222,710,296,12,498,741,0,368,0
4459,368,23,1500,287,274,128,181,708,256,0,856,0
4460,200,12,1600,4,683,108,368,24,103,0,2536,0
4461,16,3,500,55,23,0,97,358,8,0,0,1
4462,180,38,3964,279,225,136,177,968,67,138,894,27
4463,255,1652,199,409,204,178,57,52,30,0,30,0
4464,2606,3,15264,14,8410,7266,1218,371,2934,686,6317,85
4465,278,86,400,2394,163,996,20,380,64,0,372,0
4466,207,11,599,493,124,314,158,201,252,164,685,39
4467,161,45,800,120,542,92,35,448,121,0,487,71
4468,53,50,2799,389,5,0,183,550,1481,1864,331,0
4469,184,1,1000,200,201,184,352,448,64,318,1962,81
4470,525,3663,8067,1034,702,522,107,344,168,0,1608,0
4471,170,45,3700,1143,35,0,82,2551,98,185,1715,6
4472,77,30,1700,341,2276,784,10,1011,8023,0,299,0
4473,421,256,800,343,1449,3196,69,731,655,0,942,0
4474,126,33,400,350,412,222,111,289,204,0,405,0
4475,53,8,600,529,127,198,18,384,135,73,48,14
4476,0,12,600,93,21,672,40,441,200,1437,247,0
4477,540,485,71,268,101,290,13,5,3899,0,171,21
4478,294,28,499,28,51,522,83,277,303,0,116,0
4479,264,3,1532,1257,28,0,111,390,217,0,1073,171
4480,419,1,3575,669,334,0,62,888,182,518,1502,0
4481,135,42,1200,110,31,1222,24,771,823,795,360,19
4482,3,4,5121,171,15,514,72,1048,268,0,167,0
4483,22,2,700,2362,58,0,77,375,8,9,744,14
4484,30,2,500,8,9,0,199,300,347,958,4320,25
4485,55,3,700,102,24,0,6,399,27,0,181,0
4486,93,3,1549,152,49,0,13,417,163,0,507,0
4487,100,1,870,194,45,0,4,399,414,0,68,0
4488,12,2,700,377,9,212,10,356,10,0,96,23
4489,32,43,800,559,31,1188,334,177,46,2,240,45
4490,147,504,2462,440,81,672,4,366,58,0,79,0
4491,79,8,1099,469,50,208,52,548,0,0,5692,0
4492,32,762,1096,424,21,872,48,756,9,2,84,0
4493,408,1,22116,727,42,0,7,5309,134,0,94,0
4494,5,1,1000,16,22,204,72,418,20,0,178,0
4495,29,51,1800,177,13,748,134,1309,66,264,180,1
4496,127,7,1000,4131,28,334,0,1000,61,0,533,0
4497,4,2,566,104,11,0,12,380,2,608,40,5
4498,103,7,974,97,174,0,16,762,0,1,22,0
4499,48,10,1095,236,50,96,170,629,6,0,450,0
4500,92,6,3892,1429,37,0,194,3126,4,8,16,0
4501,0,3,4556,1661,15,0,20,4536,58,105,16,0
4502,389,37,1123,601,106,0,24,327,9,0,1318,0
4503,456,9,500,297,232,240,84,416,213,0,254,0
4504,168,6,1198,82,170,210,82,588,344,0,748,28
4505,0,137,1379,190,104,50,39,800,1,1053,17,0
4506,1110,2,16333,42,944,0,3,6399,98,239,462,0
4507,273,573,6,62,89,10,5,0,314,1763,491,35
4508,393,2943,2215,2558,1460,102,153,47,246,0,157,32
4509,38,44,900,65,809,28,643,37,60,0,357,0
4510,1397,9,7801,71,805,0,226,300,657,1241,2779,47
4511,56,2543,26,49,145,0,1,0,447,0,58,0
4512,56,19,3023,92,122,0,38,396,16,150,141,5
4513,41,421,200,529,2495,348,10,190,303,508,1796,35
4514,389,25,8635,3051,291,0,468,460,369,0,1621,0
4515,102,759,1000,675,868,258,226,271,234,610,4325,0
4516,57,2,399,1305,107,168,8,391,556,0,990,0
4517,506,110,400,351,296,392,142,257,699,457,1104,0
4518,140,471,300,2602,187,166,38,262,109,0,175,0
4519,93,101,1400,1185,30,304,303,521,595,0,753,0
4520,54,52,800,284,13,0,190,428,152,298,4537,93
4521,43,19,600,30,16,0,1,499,11,0,54,0
4522,1089,7,800,88,579,76,442,162,244,335,3155,26
4523,88,3212,3,27,163,394,3,0,131,0,3,0
4524,67,115,1000,625,50,1000,32,950,0,0,0,0
4525,42,577,300,474,1770,214,100,69,577,0,412,0
4526,155,1195,300,4015,496,60,54,246,79,0,3,87
4527,2,9,800,934,240,926,285,146,182,339,1161,0
4528,240,7,799,229,292,386,51,424,298,0,664,0
4529,17,13,8166,681,60,0,59,516,100,0,314,0
4530,373,27,598,453,323,296,121,238,80,0,413,0
4531,15,69,600,336,87,484,38,338,67,83,1210,11
4532,86,1,1100,173,74,0,28,893,135,0,730,0
4533,20,1,12000,638,2,0,8,8890,608,0,3,0
4534,70,1123,65,223,51,0,3,3,13,1,30,0
4535,53,15,598,457,105,268,30,387,178,551,734,48
4536,74,18,1500,555,74,512,12,1197,673,0,447,74
4537,407,99,1100,1228,158,812,5,959,225,0,320,36
4538,44,951,8300,1482,99,68,22,4760,715,0,520,0
4539,74,11,1699,133,37,0,0,1306,410,0,73,0
4540,15,16,500,137,64,218,44,327,288,245,114,0
4541,550,571,3803,146,158,2482,162,800,481,357,457,30
4542,79,244,300,44,9,200,128,90,122,0,204,0
4543,118,403,37,323,90,476,4,0,39,0,403,0
4544,6465,4,3932,551,2502,0,274,870,55,0,1933,39
4545,101,893,400,3734,14,110,11,190,56,45,68,42
4546,80,17,4517,83,881,0,116,503,891,589,84,11
4547,38,4,1100,267,65,238,18,1038,0,203,58,0
4548,27,6,800,69,19,292,26,386,199,151,183,8
4549,28,49,3000,1364,43,480,9,2512,777,536,42,0
4550,672,22,2014,4,58,0,121,410,0,0,5,3
4551,59,77,600,20,3,0,1,599,190,0,56,0
4552,13,5,1368,2829,81,0,34,505,45,0,193,0
4553,18,7,787,102,36,266,446,3,119,295,239,2
4554,32,10,1970,858,312,488,496,599,265,212,865,32
4555,41,1,991,273,1,0,31,831,68,113,193,0
4556,7,27,953,314,3,210,20,768,118,57,193,4
4557,64,13,5102,236,40,0,96,5006,21,7,39,14
4558,17,4,458,3,39,0,22,436,0,0,0,0
4559,57,13,1899,300,362,222,72,1085,217,0,912,0
4560,0,2,1000,955,214,92,185,571,776,1474,559,102
4561,53,320,400,364,181,42,15,210,139,0,80,11
4562,221,1566,200,236,261,98,23,64,56,0,601,0
4563,113,263,599,1429,345,590,121,263,146,52,3644,74
4564,96,10090,100,37,122,72,0,5,291,515,75,0
4565,6,859,5914,206,126,100,154,50,10,331,3967,72
4566,3,2203,100,1732,70,70,16,31,37,0,408,0
4567,358,31,700,420,227,44,110,388,45,0,345,19
4568,46,393,43,104,41,0,2,5,51,0,3,0
4569,306,77,2507,805,95,0,13,810,25,0,328,0
4570,44,8,14271,381,76,0,399,2931,454,239,3204,61
4571,66,9,600,97,33,0,19,433,897,1451,83,18
4572,87,220,7681,13,897,0,338,151,726,314,22150,128
4573,98,5,2529,138,64,0,11,370,20,1,52,5
4574,153,92,700,659,296,282,240,460,398,423,3417,37
4575,58,351,199,2121,94,152,22,177,34,0,197,0
4576,58,33,1300,110,715,314,308,633,1109,0,391,0
4577,135,235,3600,862,136,214,113,1891,43,0,1906,0
4578,41,37,1540,78,10,0,7,459,253,0,189,0
4579,114,908,699,303,878,354,39,587,883,1056,680,62
4580,128,48,600,34,395,270,8,417,567,950,659,0
4581,1325,110,1300,280,254,352,21,978,149,445,4,0
4582,124,2,700,166,25,2302,58,329,228,2,2559,4
4583,31,3,800,366,67,208,12,565,10,1,290,0
4584,93,80,1500,370,183,378,46,859,1790,799,1207,18
4585,1797,3,1000,807,1158,1394,221,430,1308,4487,576,84
4586,321,9681,20,743,37,208,0,12,101,275,11,0
4587,252,1,7226,138,117,314,762,896,930,0,2647,90
4588,135,356,299,157,563,686,186,74,42,0,1423,0
4589,60,543,100,788,161,30,29,0,110,0,666,0
4590,1863,551,600,334,305,364,104,417,292,1939,417,0
4591,25,165,900,119,46,0,275,625,224,145,601,18
4592,13,23,1100,496,39,34,352,420,1065,0,207,0
4593,58,4646,100,16,37,54,2,2,94,0,14,0
4594,777,21,1800,700,26,950,39,1106,1193,1567,702,147
4595,436,21,799,783,144,702,105,694,148,0,374,0
4596,9,7,1000,428,79,1228,59,808,137,0,215,0
4597,80,246,799,212,47,154,20,354,30,0,51,0
4598,779,3,1806,13,2215,0,20,412,66,0,1402,0
4599,12,809,400,98,12,106,0,0,96,0,50,0
4600,178,85,1999,211,32,496,34,1185,327,1069,157,63
4601,2309,7,2878,9,1158,0,918,155,340,0,2692,148
4602,200,16,1000,242,24,882,39,581,310,0,5,0
4603,260,11,500,281,516,1518,211,289,419,0,1949,21
4604,0,3,2400,39,20,160,100,1089,563,0,755,0
4605,80,809,498,233,56,68,471,27,46,0,6459,0
4606,174,15,600,1174,220,280,24,419,24,0,417,0
4607,456,2,800,720,33,1774,46,542,230,0,166,0
4608,63,252,400,930,32,0,131,161,225,0,334,0
4609,217,56,998,175,193,98,274,452,6,191,236,61
4610,22,953,1184,453,1,38,8,1044,0,31,12,0
4611,143,5,2999,380,100,630,61,2042,73,0,397,0
4612,79,5,679,214,35,314,272,346,28,0,480,50
4613,3,166,1410,234,30,0,33,1127,175,0,37,0
4614,2,336,1264,83,12,144,23,1241,39,124,61,0
4615,90,17,2400,22,22,0,14,1474,268,17,8,10
4616,177,5433,6,49,69,100,0,0,149,588,201,0
4617,815,2580,300,64,1014,338,230,4,697,0,8692,95
4618,23,1443,200,93,193,178,71,20,206,0,75,0
4619,262,16,1400,105,2761,430,393,477,657,464,5636,83
4620,402,17,3624,2287,356,256,291,1807,283,247,7658,61
4621,440,1,4000,1716,48,0,14,2699,2920,4998,816,0
4622,281,2,1099,217,165,292,22,562,52,0,1725,0
4623,399,5,1890,114,490,0,83,396,840,766,4858,201
4624,311,2,500,70,245,278,34,357,40,176,1886,47
4625,267,61,2349,151,426,198,35,523,434,0,164,0
4626,377,14,400,296,218,496,2,397,1033,0,314,0
4627,318,6,399,351,814,754,13,386,855,346,384,0
4628,17,4,1509,760,28,0,30,427,10,4,712,17
4629,46,7,2936,330,39,0,31,782,14,0,690,0
4630,82,7,500,153,226,658,24,386,171,0,832,22
4631,14,12,800,43,86,144,119,562,156,25,62,1
4632,127,38,1200,1487,190,186,53,713,26,0,825,0
4633,56,32,765,942,8,0,7,400,18,0,56,0
4634,198,3,1100,649,26,0,254,451,5,0,874,0
4635,35,55,1000,273,128,176,75,397,719,0,294,0
4636,54,1,900,62,138,158,32,517,101,0,1860,0
4637,16,23,600,217,34,324,10,448,20,113,19,2
4638,942,30,5628,195,751,3346,192,450,105,0,690,8
4639,24,4,798,72,135,362,196,174,60,0,465,164
4640,57,299,200,345,6,112,66,24,776,733,13,0
4641,322,52,900,222,136,634,277,273,151,0,4930,19
4642,1249,267,1400,323,205,1756,56,326,520,0,47,0
4643,100,1,2820,25,763,0,33,545,31,0,311,13
4644,147,31,2800,1329,36,1588,236,1651,1522,2173,8877,13
4645,82,2,800,89,8,0,22,778,127,0,11,0
4646,217,403,500,752,128,158,66,406,656,0,663,0
4647,1015,5,1300,1049,10,1640,347,648,1995,0,6,0
4648,47,7,900,68,11,182,10,361,8,0,405,0
4649,97,3,1789,14,47,0,66,341,51,694,233,5
4650,18,9,700,256,29,0,33,469,4,0,218,11
4651,250,3,800,1327,38,974,31,688,1082,0,196,0
4652,61,275,13800,2578,113,2174,3338,6257,74,0,2074,11
4653,0,4,675,630,1097,0,24,620,70,3033,22,0
4654,18,1,1400,17,9,318,340,666,281,7,34,7
4655,15,11,1199,162,48,546,46,347,67,0,146,44
4656,11,211,184,316,14,116,4,173,47,0,6,0
4657,11,45,993,2527,6,482,12,722,0,0,24,4
4658,24,122,999,364,11,524,20,306,704,396,46,2
4659,417,53,600,3922,54,916,192,407,1065,0,772,0
4660,18,16,493,460,27,0,19,472,4,0,64,14
4661,321,23,800,973,8,7676,4,654,10,9,122,4
4662,99,295,1399,360,28,434,23,1110,94,79,51,15
4663,0,4,2683,306,9,1546,1,2441,2,0,6,0
4664,425,5606,100,47,384,150,46,11,356,0,1405,0
4665,2593,47,1399,1644,1156,696,120,871,875,3030,210,0
4666,75,208,598,368,95,44,94,212,137,0,486,0
4667,49,1,598,149,176,34,164,229,16,307,2708,0
4668,480,14,900,213,241,454,330,301,347,0,1632,0
4669,53,1,3020,83,22,0,13,423,150,189,130,0
4670,22,3,1640,720,37,0,51,356,85,4,735,8
4671,149,3,2100,400,315,918,32,1306,82,0,413,0
4672,2346,13,8016,481,1369,0,307,271,1296,0,9127,59
4673,248,34,499,165,1557,708,183,244,1100,0,1164,0
4674,55,18,500,469,21,0,5,495,33,0,292,0
4675,148,9,997,266,95,510,238,759,28,0,44,0
4676,238,667,400,190,70,1916,114,286,2383,1485,262,0
4677,527,672,1800,1627,25,6606,254,903,153,166,4532,0
4678,227,10,800,146,37,0,38,692,149,0,252,0
4679,433,11,900,502,1487,278,182,512,639,1189,1812,87
4680,6,78,1186,196,57,0,149,441,13,25,639,0
4681,154,467,399,1743,13,870,10,225,599,0,83,0
4682,0,7,1200,241,6,0,82,637,98,0,159,0
4683,54,4,1200,57,46,0,182,498,109,55,63,0
4684,186,24,31754,7062,98,0,216,345,5030,0,1421,0
4685,59,2189,5300,1092,150,656,228,3238,531,735,484,0
4686,104,1,700,41,360,444,297,296,47,0,917,13
4687,452,179,600,731,47,172,17,452,699,816,22,0
4688,64,25,700,3507,19,0,26,389,432,950,244,5
4689,345,4,79977,1,1300,0,5589,1,64,0,55411,0
4690,1051,662,100,612,22,0,0,4,11,0,71,132
4691,6,53,599,249,253,444,119,480,63,0,1152,0
4692,27,6,1000,176,50,30,42,958,112,74,365,29
4693,7,511,499,1651,25,150,31,252,24,36,683,15
4694,227,4,3512,184,571,470,307,293,122,388,606,42
4695,426,5,599,214,87,920,34,565,101,0,1170,0
4696,43,43,600,454,54,96,66,371,8,8,142,36
4697,31,7,500,448,30,0,67,433,0,0,0,0
4698,104,39,600,62,92,692,48,551,796,0,614,0
4699,18,4,1200,10,25,588,217,250,815,718,1406,4
4700,149,85,599,1062,112,704,211,211,621,2545,2698,0
4701,20,290,600,110,17,48,172,258,238,0,579,0
4702,9,625,312,181,12,36,32,228,20,122,91,2
4703,106,46,1199,15,8,338,48,471,277,0,378,29
4704,4,3,17146,38,337,284,14378,2072,1,0,8085,0
4705,64,10,418,13,2,0,105,279,17,75,548,12
4706,70,1332,200,138,16,152,10,74,25,0,21,8
4707,59,12,1600,1367,95,538,43,1315,85,0,41,0
4708,49,22,500,189,24,282,78,297,418,0,301,0
4709,2,9,952,401,40,0,53,321,16,0,400,0
4710,13,5,668,106,332,0,24,503,9,0,15,0
4711,233,7,400,81,600,1090,353,47,16,1179,5743,0
4712,375,40,501,327,202,72,487,14,269,87,2450,0
4713,295,1214,100,108,293,206,11,21,497,546,98,107
